timestamp,tp2,tp3,h1,dv_pressure,reservoirs,oil_temperature,motor_current,comp,dv_electric,towers,mpg,lps,pressure_switch,oil_level,caudal_impulses
2020-05-29 12:05:29,-0.0079999999999991,9.186,9.174,-0.0139999999999993,9.186,69.15,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:05:39,-0.0079999999999991,9.17,9.156,-0.0139999999999993,9.168,69.32499999999999,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:05:49,-0.0079999999999991,9.15,9.138,-0.0159999999999982,9.152,69.22500000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:05:59,-0.0079999999999991,9.134,9.122,-0.0159999999999982,9.138,68.925,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:06:08,-0.009999999999998,9.118,9.102,-0.0159999999999982,9.118,68.5,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:06:18,-0.0079999999999991,9.102,9.086,-0.0159999999999982,9.102,68.075,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:06:28,-0.009999999999998,9.084,9.068,-0.0159999999999982,9.084,67.925,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:06:38,-0.0120000000000004,8.98,8.966,-0.0180000000000006,8.982,67.7,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:06:48,-0.0079999999999991,8.836,8.82,-0.0159999999999982,8.836,67.75,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:06:58,-0.009999999999998,8.83,8.816,-0.0139999999999993,8.828,68.025,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:07:08,-0.009999999999998,8.822,8.808,-0.0159999999999982,8.82,67.95,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:07:18,-0.0079999999999991,8.812,8.798,-0.0139999999999993,8.81,68.025,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:07:28,-0.009999999999998,8.798,8.786,-0.0180000000000006,8.8,67.725,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:07:38,-0.009999999999998,8.786,8.772,-0.0180000000000006,8.788,67.55,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:07:48,-0.009999999999998,8.772,8.76,-0.0180000000000006,8.774,67.5,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:07:58,-0.009999999999998,8.762,8.748,-0.0159999999999982,8.764,67.15,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:08:07,-0.0079999999999991,8.748,8.736,-0.0159999999999982,8.75,66.95,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:08:17,-0.0079999999999991,8.734,8.722,-0.0180000000000006,8.738,66.625,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:08:27,-0.009999999999998,8.7,8.688,-0.0139999999999993,8.706,66.45,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:08:37,-0.0079999999999991,8.556,8.542,-0.0159999999999982,8.558,66.35,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:08:47,-0.009999999999998,8.55,8.538,-0.0159999999999982,8.552,66.225,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:08:57,-0.0079999999999991,8.542,8.528,-0.0159999999999982,8.544,66.05000000000001,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:09:07,-0.0079999999999991,8.532,8.52,-0.0159999999999982,8.536,65.95,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:09:17,-0.009999999999998,8.352,8.342,-0.0180000000000006,8.354,65.8,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:09:27,-0.009999999999998,8.284,8.27,-0.0180000000000006,8.286,65.575,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:09:37,-0.009999999999998,8.284,8.268,-0.0159999999999982,8.284,65.65,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:09:47,-0.0120000000000004,8.278,8.266,-0.0180000000000006,8.28,65.35,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:09:56,-0.009999999999998,8.272,8.258,-0.0159999999999982,8.274,65.32500000000002,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:10:06,-0.0079999999999991,8.266,8.254,-0.0159999999999982,8.268,65.19999999999999,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:10:16,-0.009999999999998,8.258,8.246,-0.0159999999999982,8.258,65.12500000000001,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:10:26,-0.009999999999998,8.25,8.236,-0.0159999999999982,8.25,65.025,0.0349999999999992,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:10:36,-0.009999999999998,8.24,8.226,-0.0159999999999982,8.24,64.92500000000001,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:10:46,-0.009999999999998,8.23,8.218,-0.0159999999999982,8.232,64.825,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:10:56,-0.009999999999998,8.22,8.208,-0.0159999999999982,8.222,64.75,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:11:06,-0.009999999999998,8.17,8.158,-0.0159999999999982,8.174,64.65,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:11:16,4.162000000000001,7.994,-0.0240000000000009,-0.0180000000000006,7.996,64.6,4.7475000000000005,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
2020-05-29 12:11:26,8.386,7.922000000000001,-0.0219999999999984,-0.0180000000000006,7.922000000000001,64.45,5.720000000000001,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
2020-05-29 12:11:36,8.21,7.939999999999999,-0.0180000000000006,-0.0159999999999982,7.939999999999999,64.75,5.547500000000001,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-05-29 12:11:45,8.616,8.176,-0.0139999999999993,-0.0159999999999982,8.176,65.45,5.787500000000001,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-05-29 12:11:55,8.844,8.422,-0.0139999999999993,-0.0159999999999982,8.42,66.425,5.7125,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-05-29 12:12:05,9.038,8.636,-0.0120000000000004,-0.0159999999999982,8.634,67.475,5.77,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-05-29 12:12:15,9.222,8.834,-0.009999999999998,-0.0159999999999982,8.832,68.32499999999999,5.895,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-05-29 12:12:25,9.398,9.022,-0.0120000000000004,-0.0180000000000006,9.018,69.32499999999999,5.817499999999999,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-05-29 12:12:35,9.394,9.102,-0.009999999999998,-0.0159999999999982,9.1,70.37500000000001,5.954999999999998,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
2020-05-29 12:12:45,9.68,9.282,-0.0120000000000004,-0.0159999999999982,9.282,71.22500000000001,5.8775,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
2020-05-29 12:12:55,9.848,9.464,-0.009999999999998,-0.0159999999999982,9.46,71.925,5.977499999999999,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
2020-05-29 12:13:05,10.012,9.634,-0.0120000000000004,-0.0159999999999982,9.632,72.32499999999999,5.987499999999999,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
2020-05-29 12:13:15,10.18,9.816,-0.0079999999999991,-0.0180000000000006,9.814,72.725,6.15,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
2020-05-29 12:13:25,10.332,9.978,-0.0079999999999991,-0.0139999999999993,9.972,73.0,6.080000000000002,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
2020-05-29 12:13:34,9.354,10.024,-0.0079999999999991,-0.0159999999999982,10.02,73.30000000000001,5.869999999999999,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-05-29 12:13:44,10.5,10.146,-0.009999999999998,-0.0159999999999982,10.142,73.675,6.1800000000000015,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2020-05-29 12:13:54,-0.0199999999999995,10.156,10.158,-0.0139999999999993,10.152,73.6,3.7125,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:14:04,-0.0199999999999995,10.108,10.106,-0.0159999999999982,10.106,73.6,3.7125,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:14:14,-0.0180000000000006,10.072,10.068,-0.0159999999999982,10.07,73.50000000000001,3.692499999999999,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:14:24,-0.0159999999999982,10.042,10.034,-0.0159999999999982,10.038,73.6,3.685000000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:14:34,-0.0139999999999993,10.014,10.006,-0.0159999999999982,10.012,73.725,3.695,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:14:44,-0.0139999999999993,9.984,9.976,-0.0139999999999993,9.984,73.725,3.692499999999999,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:14:54,-0.0139999999999993,9.962,9.952,-0.0159999999999982,9.962,73.8,3.754999999999999,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:15:04,-0.0120000000000004,9.94,9.928,-0.0180000000000006,9.94,73.55000000000001,3.6999999999999993,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:15:14,-0.009999999999998,9.918,9.908,-0.0139999999999993,9.918,73.30000000000001,3.66,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:15:23,-0.009999999999998,9.898,9.886,-0.0139999999999993,9.898,72.975,3.7225,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:15:33,-0.0060000000000002,9.88,9.87,-0.0120000000000004,9.88,72.625,3.76,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:15:43,-0.009999999999998,9.86,9.848,-0.0159999999999982,9.86,72.42500000000001,3.789999999999999,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:15:53,-0.009999999999998,9.84,9.828,-0.0159999999999982,9.84,72.17499999999998,3.7624999999999993,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:16:03,-0.0079999999999991,9.822,9.81,-0.0139999999999993,9.822,72.0,3.78,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:16:13,-0.0079999999999991,9.806,9.792,-0.0159999999999982,9.806,71.725,3.875,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:16:23,-0.0079999999999991,9.79,9.774,-0.0159999999999982,9.79,71.42500000000001,3.782499999999999,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:16:33,-0.009999999999998,9.772,9.756,-0.0159999999999982,9.772,71.025,3.8025,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:16:43,-0.009999999999998,9.756,9.742,-0.0159999999999982,9.756,70.725,3.782499999999999,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:16:53,-0.009999999999998,9.742,9.724,-0.0159999999999982,9.74,70.35,3.774999999999999,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:17:03,-0.0079999999999991,9.726,9.71,-0.0159999999999982,9.724,69.725,3.77,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:17:13,-0.009999999999998,9.708,9.694,-0.0159999999999982,9.708,69.52499999999999,3.7375000000000007,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:17:22,-0.009999999999998,9.696,9.68,-0.0139999999999993,9.694,69.39999999999999,3.754999999999999,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:17:32,-0.0079999999999991,9.68,9.666,-0.0159999999999982,9.678,69.27499999999999,3.7525,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:17:42,-0.009999999999998,9.662,9.648,-0.0159999999999982,9.662,69.19999999999999,3.7925,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:17:52,-0.009999999999998,9.646,9.632,-0.0159999999999982,9.646,69.12499999999999,3.6425,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:18:02,-0.009999999999998,9.632,9.616,-0.0159999999999982,9.632,68.925,3.665000000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:18:12,-0.009999999999998,9.616,9.6,-0.0159999999999982,9.616,69.025,3.754999999999999,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:18:22,-0.009999999999998,9.602,9.588,-0.0159999999999982,9.604,68.95,3.6575000000000006,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:18:32,-0.0079999999999991,9.588,9.574,-0.0159999999999982,9.588,69.0,3.6975,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:18:42,-0.009999999999998,9.57,9.556,-0.0159999999999982,9.572,69.025,3.745000000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:18:52,-0.0079999999999991,9.558,9.544,-0.0139999999999993,9.558,68.925,3.6625,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:19:02,-0.0079999999999991,9.544,9.528,-0.0159999999999982,9.544,68.625,3.655000000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:19:11,-0.009999999999998,9.526,9.514,-0.0180000000000006,9.528,68.825,3.745000000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:19:21,-0.009999999999998,9.514,9.5,-0.0159999999999982,9.516,68.925,3.7125,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:19:31,-0.0079999999999991,9.5,9.486,-0.0159999999999982,9.5,69.04999999999998,3.65,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:19:41,-0.009999999999998,9.484,9.468,-0.0159999999999982,9.484,69.12499999999999,3.655000000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:19:51,-0.009999999999998,9.468,9.454,-0.0159999999999982,9.47,69.37500000000001,3.695,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:20:01,-0.0079999999999991,9.454,9.438,-0.0159999999999982,9.456,69.32499999999999,3.764999999999999,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:20:11,-0.0060000000000002,9.438,9.424,-0.0159999999999982,9.438,69.425,3.772499999999999,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:20:21,-0.0079999999999991,9.422,9.408,-0.0159999999999982,9.424,69.30000000000001,3.78,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:20:31,-0.0079999999999991,9.408,9.396,-0.0159999999999982,9.41,69.30000000000001,3.735000000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:20:41,-0.0079999999999991,9.392,9.38,-0.0159999999999982,9.394,69.19999999999999,0.0449999999999999,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:20:51,-0.009999999999998,9.376,9.364,-0.0159999999999982,9.378,69.32499999999999,0.0424999999999995,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:21:01,-0.009999999999998,9.36,9.346,-0.0159999999999982,9.362,69.52499999999999,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:21:11,-0.009999999999998,9.344,9.332,-0.0159999999999982,9.346,69.75,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:21:20,-0.009999999999998,9.326,9.314,-0.0159999999999982,9.328,69.625,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:21:30,-0.009999999999998,9.312,9.298,-0.0159999999999982,9.312,69.44999999999999,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:21:40,-0.009999999999998,9.292,9.28,-0.0159999999999982,9.294,69.32499999999999,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:21:50,-0.009999999999998,9.278,9.264,-0.0139999999999993,9.278,68.925,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:22:00,-0.0079999999999991,9.262,9.248,-0.0139999999999993,9.264,68.825,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:22:10,-0.0079999999999991,9.244,9.232,-0.0139999999999993,9.246,68.52499999999999,0.0349999999999992,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:22:20,-0.009999999999998,9.228,9.214,-0.0139999999999993,9.232,68.32499999999999,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:22:30,-0.009999999999998,9.21,9.196,-0.0139999999999993,9.214,68.32499999999999,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:22:40,-0.009999999999998,9.194,9.18,-0.0139999999999993,9.196,68.22500000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:22:50,-0.009999999999998,9.176,9.162,-0.0159999999999982,9.178,68.17500000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:23:00,-0.009999999999998,9.158,9.146,-0.0139999999999993,9.16,67.95,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:23:09,-0.009999999999998,9.142,9.13,-0.0159999999999982,9.144,67.75,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:23:19,-0.009999999999998,9.124,9.114,-0.0139999999999993,9.13,67.575,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:23:29,-0.009999999999998,9.108,9.096,-0.0139999999999993,9.112,67.425,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:23:39,-0.009999999999998,9.094,9.08,-0.0139999999999993,9.098,67.27499999999999,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:23:49,-0.009999999999998,9.076,9.064,-0.0159999999999982,9.078,67.12499999999999,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:23:59,-0.009999999999998,9.058,9.046,-0.0159999999999982,9.062,67.10000000000001,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:24:09,-0.009999999999998,9.04,9.028,-0.0139999999999993,9.044,67.05000000000001,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:24:19,-0.009999999999998,9.024,9.012,-0.0139999999999993,9.024,66.825,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:24:29,-0.009999999999998,9.008,8.996,-0.0159999999999982,9.008,66.65,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:24:39,-0.009999999999998,8.99,8.976,-0.0139999999999993,8.992,66.52499999999999,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:24:49,-0.009999999999998,8.972,8.96,-0.0159999999999982,8.976,66.625,0.0349999999999992,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:24:59,-0.009999999999998,8.956,8.944,-0.0159999999999982,8.96,66.39999999999999,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:25:08,-0.0079999999999991,8.942,8.93,-0.0139999999999993,8.946,66.225,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:25:18,-0.0120000000000004,8.922,8.908,-0.0159999999999982,8.924,66.225,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2020-05-29 12:25:28,-0.009999999999998,8.906,8.892,-0.0159999999999982,8.908,66.025,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
